cell_type	putative_driver_count	mean_abs_cnv_score
Liver cells	1	0.050608124802517855
Pancreatic cells	0	0.05581954844936219
Pancreatic cells	1	0.05156731516219354
Pancreatic cells	2	0.05097380475137545
Pancreatic cells	3	0.055026600496302196
Pancreatic cells	0	0.09195899711107815
Liver cells	1	0.058399389193116144
Pancreatic cells	0	0.03532720036298575
Pancreatic cells	3	0.04759365802445272
Liver cells	1	0.061401103568054526
Neutrophils	0	0.058938315044419855
Pancreatic cells	2	0.07148026374819874
Pancreatic cells	0	0.053718705353723514
Pancreatic cells	0	0.052878132656340456
Neutrophils	0	0.05276124564854968
Liver cells	0	0.06150106026186982
Pancreatic cells	3	0.0664160884909451
Liver cells	2	0.07029421735411753
Pancreatic cells	1	0.044158057454972255
Pancreatic cells	2	0.0580333487476799
Liver cells	5	0.06178392596941336
Pancreatic cells	1	0.04856153065224728
Pancreatic cells	0	0.06802206511317718
Pancreatic cells	1	0.04585358739735292
Pancreatic cells	3	0.07364572201463969
Neutrophils	0	0.05077944795771279
Fibroblasts	0	0.0720361929230925
Liver cells	1	0.060479570901738874
Liver cells	0	0.058252936491773995
Pancreatic cells	1	0.06349179295835886
Liver cells	0	0.060070151656001484
Neutrophils	0	0.058101117051635655
Liver cells	0	0.06192315115881316
Pancreatic cells	3	0.06162547172404653
Pancreatic cells	1	0.05584480916913745
Neutrophils	1	0.052572818720808226
Liver cells	0	0.05227383894973057
Pancreatic cells	1	0.0657748784213484
Neutrophils	0	0.06751422685621433
Pancreatic cells	4	0.06598557407186657
Neutrophils	0	0.05040109168086164
Liver cells	0	0.0699120791654958
Pancreatic cells	1	0.06069010861435485
Pancreatic cells	0	0.07205235084166657
Pancreatic cells	1	0.054355470441252454
Neutrophils	1	0.054253788576289395
Pancreatic cells	0	0.05882050033652506
Pancreatic cells	0	0.06737090570963393
Pancreatic cells	1	0.05818296912689985
Pancreatic cells	3	0.060051329760035924
Pancreatic cells	0	0.055438030931133225
Liver cells	0	0.05146526104981857
Neutrophils	0	0.04865781964685811
Pancreatic cells	4	0.06839458285297331
Pancreatic cells	3	0.08249517654155816
Pancreatic cells	3	0.04378292865101569
Pancreatic cells	4	0.06988248566953725
Liver cells	0	0.06357299613611248
Pancreatic cells	1	0.05978084026522924
Pancreatic cells	1	0.06805019707120924
Pancreatic cells	0	0.042922528891627364
Pancreatic cells	1	0.044932917606255555
Pancreatic cells	1	0.04986270562265293
Liver cells	1	0.05877491330193121
Pancreatic cells	0	0.05364501960384498
Pancreatic cells	2	0.04576946337800907
Neutrophils	0	0.05489122012575111
Liver cells	2	0.07481517568269948
Liver cells	1	0.058076492157225046
Liver cells	0	0.07185253849568564
Pancreatic cells	1	0.050493390495593295
Neutrophils	0	0.05444695859698981
Neutrophils	0	0.05512009940245482
Liver cells	1	0.059858415108210314
Pancreatic cells	1	0.048237864087940244
Liver cells	2	0.0666684223197919
Neutrophils	0	0.052941069151788166
Fibroblasts	3	0.05368677936119589
Pancreatic cells	2	0.05444784242559264
Liver cells	1	0.05507888380478572
Pancreatic cells	1	0.059834757884229706
Pancreatic cells	3	0.0464612053904292
Pancreatic cells	2	0.06723425671181132
Liver cells	1	0.06013461278516598
Neutrophils	1	0.060303020395927234
Pancreatic cells	3	0.059317612326243496
Pancreatic cells	0	0.05929934687525993
Pancreatic cells	0	0.05141401016237379
Pancreatic cells	2	0.057596351181398164
Pancreatic cells	0	0.05971507457228815
Pancreatic cells	1	0.05594428576600847
Fibroblasts	0	0.057750173528075835
Pancreatic cells	0	0.034307540934463504
Liver cells	0	0.06904367826197938
Pancreatic cells	0	0.0662213965351234
Pancreatic cells	0	0.04733308606481028
Pancreatic cells	2	0.06292662300702212
Neutrophils	0	0.05811352883895169
Pancreatic cells	1	0.05127382578281258
Pancreatic cells	0	0.057339072493352065
Neutrophils	0	0.04992016118990498
Liver cells	2	0.06145255685816963
Pancreatic cells	0	0.048967463589352014
Pancreatic cells	1	0.07373384351126942
Pancreatic cells	1	0.052548411983036274
Neutrophils	1	0.0555728045445761
Liver cells	0	0.06954791561641786
Neutrophils	0	0.05869516412205101
Pancreatic cells	0	0.06744512907003805
Neutrophils	1	0.06124052515933528
Liver cells	0	0.05769548142022489
Neutrophils	0	0.06333551048029355
Pancreatic cells	4	0.05879622825967719
Liver cells	0	0.05600061176648709
Pancreatic cells	0	0.03935571936860499
Pancreatic cells	0	0.05008527983494722
Neutrophils	0	0.055097860262618786
Pancreatic cells	3	0.047890278999863964
Neutrophils	0	0.05803479895407067
Pancreatic cells	5	0.05998370195743361
Pancreatic cells	1	0.06240738365374228
Pancreatic cells	2	0.07212235591874629
Pancreatic cells	0	0.09608111579042938
Neutrophils	0	0.06672030722203176
Neutrophils	2	0.05470178120792322
Pancreatic cells	0	0.05275775842790778
Pancreatic cells	0	0.06531877707523698
Pancreatic cells	1	0.0504423809468991
Pancreatic cells	0	0.04836755060833898
Liver cells	2	0.06259001742534823
Pancreatic cells	0	0.04996764291637894
Neutrophils	0	0.05126341304937685
Pancreatic cells	3	0.07050562642182813
Pancreatic cells	0	0.06390512754298995
Neutrophils	0	0.0485690789434908
Liver cells	0	0.07696261002586718
Pancreatic cells	4	0.061485204133759366
Liver cells	0	0.04193778853821651
Pancreatic cells	0	0.05730796078321452
Pancreatic cells	3	0.05427500204732546
Pancreatic cells	0	0.05909416407239974
Pancreatic cells	1	0.06225210725177613
Pancreatic cells	1	0.04445609479396652
Pancreatic cells	1	0.04767882834794082
Liver cells	1	0.05703293782066724
Pancreatic cells	0	0.05265332760128635
Pancreatic cells	3	0.06527736367001173
Pancreatic cells	1	0.05235812693591561
Liver cells	1	0.07828164324251297
Pancreatic cells	1	0.06469242977603532
Pancreatic cells	4	0.06459773118619247
Pancreatic cells	1	0.08338812567897934
Fibroblasts	2	0.05901308285281765
Pancreatic cells	1	0.04335430322851207
Pancreatic cells	2	0.056167522844195523
Pancreatic cells	2	0.06868902855628584
Liver cells	0	0.06485862566358151
Pancreatic cells	0	0.048996573143974355
Pancreatic cells	0	0.04783141563143688
Pancreatic cells	0	0.04791507302520055
Neutrophils	1	0.05266411116274974
Pancreatic cells	6	0.06099749699890256
Pancreatic cells	0	0.06266933230699143
Liver cells	0	0.066942634928675
Pancreatic cells	5	0.06555438648658873
Neutrophils	0	0.05683395918427377
Neutrophils	0	0.05450101726752074
Pancreatic cells	1	0.056838265623539476
Pancreatic cells	3	0.05951665397420708
Pancreatic cells	0	0.047074409928338445
Liver cells	1	0.06388309960137266
Pancreatic cells	0	0.04865798654755514
Pancreatic cells	1	0.042248790578113336
Pancreatic cells	3	0.06435360626342959
Pancreatic cells	1	0.06286781786944305
Liver cells	1	0.06767600197907613
Liver cells	1	0.05973572508056837
Pancreatic cells	1	0.04873682710680201
Pancreatic cells	1	0.05403211168908567
Liver cells	1	0.0705037553899093
Pancreatic cells	2	0.05560889581057215
Neutrophils	0	0.05181879701440102
Pancreatic cells	1	0.07960672810068398
Pancreatic cells	0	0.05823245182391734
Pancreatic cells	0	0.07954836456721895
Pancreatic cells	2	0.04079969454182705
Liver cells	0	0.07535454504401515
Liver cells	0	0.07343228302259537
Liver cells	1	0.06047565416319593
Pancreatic cells	3	0.05741891976620631
Pancreatic cells	1	0.06890627436197927
Pancreatic cells	1	0.05485325702288369
Pancreatic cells	2	0.06595732517921124
Pancreatic cells	1	0.05324717897428772
Pancreatic cells	3	0.050220510329215255
Liver cells	0	0.0631303859726374
Liver cells	0	0.11737346449782127
Fibroblasts	2	0.04004734113722944
Pancreatic cells	0	0.05534988887543758
Pancreatic cells	1	0.07547226539691275
Liver cells	2	0.07624332551194807
Pancreatic cells	1	0.06064566171995344
Pancreatic cells	1	0.06261101587424685
Neutrophils	0	0.061256753770888836
Pancreatic cells	1	0.04003115927606175
Liver cells	1	0.06929265044549238
Pancreatic cells	7	0.059684692074646335
Neutrophils	1	0.05565882973239656
Fibroblasts	2	0.05260746049978022
Pancreatic cells	0	0.06199263011303938
Pancreatic cells	2	0.06504325535752853
Neutrophils	0	0.06021561246025203
Liver cells	0	0.059621736306351786
Pancreatic cells	1	0.05609063583034436
Neutrophils	1	0.04889330215102014
Liver cells	2	0.06437344271003899
Pancreatic cells	0	0.046772152934518724
Pancreatic cells	6	0.058954088597252145
Pancreatic cells	2	0.06286069274529363
Pancreatic cells	0	0.042078144932043406
Pancreatic cells	1	0.04722696126933009
Neutrophils	0	0.05238546679770837
Pancreatic cells	0	0.038370922624628545
Liver cells	2	0.06907148583029529
Liver cells	2	0.06039794221172524
Neutrophils	0	0.06406765951185225
Pancreatic cells	0	0.04798499110593876
Pancreatic cells	1	0.0443487496095269
Neutrophils	0	0.05059895731763032
Pancreatic cells	0	0.070384432672443
Pancreatic cells	1	0.0414118442197055
Pancreatic cells	3	0.08850675034409548
Pancreatic cells	4	0.056661248456934
Neutrophils	1	0.060488336367934846
Pancreatic cells	3	0.056310675329946935
Pancreatic cells	2	0.07817506557083286
Pancreatic cells	0	0.049801675940474285
Pancreatic cells	0	0.05433079333318529
Liver cells	0	0.08861184668101518
Neutrophils	0	0.060448516110102345
Pancreatic cells	3	0.07336484545906595
Pancreatic cells	5	0.05161000855663319
Pancreatic cells	4	0.07127850734853514
Pancreatic cells	0	0.056611932198736344
Pancreatic cells	0	0.06250608763182401
Pancreatic cells	1	0.05851283584088095
Pancreatic cells	3	0.052258588795538186
Pancreatic cells	1	0.06657031994287797
Pancreatic cells	2	0.05512924193685041
Pancreatic cells	1	0.0467383257419927
Liver cells	1	0.05616773188733931
Pancreatic cells	0	0.060563535925774285
Neutrophils	1	0.05263588142116303
Pancreatic cells	1	0.059480693465207055
Liver cells	0	0.050891034664724215
Pancreatic cells	0	0.06838907142241656
Pancreatic cells	0	0.07266408121549435
Pancreatic cells	1	0.06742440402791611
Pancreatic cells	1	0.04924800927722444
Pancreatic cells	2	0.06006913065547151
Neutrophils	0	0.05122699210741233
Pancreatic cells	2	0.05945672017485879
Pancreatic cells	0	0.07663948643129664
Liver cells	3	0.06264192272120113
Liver cells	2	0.060804640714361154
Fibroblasts	2	0.06718229273059488
Neutrophils	0	0.04753271658736866
Liver cells	2	0.07601383363945578
Neutrophils	0	0.05179067691504228
Liver cells	0	0.06784046704727324
Pancreatic cells	5	0.10424764653214602
Pancreatic cells	1	0.051788012528365464
Pancreatic cells	5	0.09070511828186473
Pancreatic cells	2	0.06659154600991912
Liver cells	1	0.0837691388574721
Neutrophils	1	0.04903551420204827
Liver cells	0	0.05738484569387114
Pancreatic cells	1	0.06848122050806751
Pancreatic cells	2	0.06240849160777364
Pancreatic cells	0	0.057942095712782075
Neutrophils	0	0.05190243313810555
Pancreatic cells	0	0.06254108189064478
Liver cells	1	0.05858649922887454
Fibroblasts	0	0.036281989815821994
Pancreatic cells	0	0.052635295541418055
Liver cells	0	0.06116288478540685
Fibroblasts	2	0.06638239314050857
Liver cells	0	0.0754966687924784
Pancreatic cells	2	0.07537878605768668
Liver cells	0	0.05570761116211099
Liver cells	0	0.06790531828893186
Neutrophils	0	0.06474176318948768
Pancreatic cells	5	0.04918530195942716
Pancreatic cells	2	0.060293708847379245
Pancreatic cells	0	0.07182429763855389
Pancreatic cells	0	0.04497218071415465
Neutrophils	0	0.0535396678962793
Pancreatic cells	0	0.05007340819713372
Pancreatic cells	1	0.04745026250126914
Fibroblasts	3	0.05511467104955617
Pancreatic cells	2	0.04298112488356356
Pancreatic cells	0	0.06011188572717613
Pancreatic cells	2	0.05502463158056071
Liver cells	0	0.06568398762788129
Pancreatic cells	0	0.06612272360375172
Neutrophils	0	0.0658024506999568
Neutrophils	1	0.0532708392295581
Pancreatic cells	1	0.05530001915300605
Liver cells	3	0.0711652116759171
Pancreatic cells	1	0.07133743065851117
Pancreatic cells	4	0.055918568984984936
Liver cells	0	0.0517170121120831
Pancreatic cells	0	0.04999558349957836
Pancreatic cells	0	0.05263504324324438
Fibroblasts	2	0.05390661091554514
Liver cells	1	0.05411586885815916
Fibroblasts	2	0.043818386618938256
Pancreatic cells	4	0.06407992499100998
Pancreatic cells	4	0.0530779429821458
Pancreatic cells	0	0.05087466825398566
Pancreatic cells	4	0.0856801219916502
Pancreatic cells	0	0.051152268783500605
Pancreatic cells	1	0.05401384863903241
Pancreatic cells	0	0.06703668280008147
Liver cells	1	0.06519771570189513
Pancreatic cells	2	0.06208232622270841
Neutrophils	0	0.06214002823938879
Pancreatic cells	2	0.06557198009225021
Pancreatic cells	2	0.07572334147416174
Pancreatic cells	2	0.0725879316277885
Pancreatic cells	0	0.04303517947125552
Neutrophils	0	0.04808879487474329
Liver cells	1	0.07429129322315096
Liver cells	0	0.06746420822926869
Pancreatic cells	0	0.05241376005781015
Fibroblasts	1	0.04209022409864507
Pancreatic cells	1	0.07294176065878716
Pancreatic cells	0	0.05264126679044103
Liver cells	1	0.07812492433986695
Pancreatic cells	3	0.0643779571257332
Liver cells	2	0.06788823353842596
Liver cells	1	0.06787956190994394
Liver cells	1	0.060212522502076045
Liver cells	0	0.059349087204984295
Neutrophils	0	0.05118819039497327
Liver cells	0	0.055749467119050954
Pancreatic cells	2	0.058499658929954144
Pancreatic cells	0	0.06112863739675383
Pancreatic cells	2	0.057859166592869264
Pancreatic cells	1	0.05320575404558553
Liver cells	0	0.07003971643488235
Pancreatic cells	1	0.05121830004288366
Neutrophils	0	0.0657063637469435
Pancreatic cells	0	0.05144052259818871
Liver cells	4	0.06861538118495818
Pancreatic cells	1	0.05667354523188731
Pancreatic cells	0	0.06379442857017374
Pancreatic cells	0	0.05127253251060206
Pancreatic cells	0	0.0570076953854264
Pancreatic cells	0	0.03972980970364052
Pancreatic cells	0	0.057579786839472784
Pancreatic cells	1	0.05514610100370954
Pancreatic cells	5	0.07072818323026527
Pancreatic cells	1	0.051931533168060796
Pancreatic cells	3	0.07672040475198626
Pancreatic cells	3	0.06484404346240527
Liver cells	1	0.07484849243205743
Pancreatic cells	1	0.05845546739481543
Liver cells	0	0.04595015853911122
Liver cells	0	0.05464469502185652
Pancreatic cells	2	0.06177737543148972
Pancreatic cells	2	0.05955234562764802
Pancreatic cells	3	0.053506066964143784
Pancreatic cells	0	0.06257176489791717
Pancreatic cells	2	0.08928751813413191
Pancreatic cells	4	0.14276377055211883
Neutrophils	0	0.05715819685216786
Pancreatic cells	1	0.049766701274171175
Neutrophils	0	0.05203336392798271
Pancreatic cells	3	0.052860736632082295
Pancreatic cells	0	0.05045255735078727
Pancreatic cells	1	0.05694855301940094
Fibroblasts	0	0.041635508004818286
Pancreatic cells	5	0.06822894090729986
Pancreatic cells	0	0.06405812726805879
Pancreatic cells	4	0.07016777733683574
Pancreatic cells	0	0.06571514647570613
Pancreatic cells	1	0.0704137967969112
Liver cells	1	0.07395799696058775
Pancreatic cells	0	0.042579748657020244
Pancreatic cells	0	0.059126678869449854
Pancreatic cells	4	0.0682224636051357
Liver cells	2	0.07625810810767308
Pancreatic cells	1	0.06662861667890355
Neutrophils	1	0.05087350670907738
Pancreatic cells	0	0.050011425035956354
Pancreatic cells	2	0.07307171715470959
Fibroblasts	1	0.048060533680884227
Pancreatic cells	2	0.0753972863161773
Liver cells	0	0.05838803517558162
Pancreatic cells	1	0.07336161519777826
Pancreatic cells	0	0.06137563631263086
Neutrophils	0	0.04884278311372622
Liver cells	0	0.060996001576964304
Liver cells	0	0.04970881573969442
Neutrophils	0	0.0566606439060803
Fibroblasts	0	0.05965078197208268
Liver cells	1	0.06976636504563999
Neutrophils	1	0.06607925027622856
Liver cells	0	0.06976788673908534
Liver cells	1	0.04864719962713183
Liver cells	0	0.06745790174653814
Pancreatic cells	1	0.05568841477061763
Pancreatic cells	1	0.05774619722520057
Pancreatic cells	0	0.037283588615592986
Liver cells	0	0.05861835967797636
Pancreatic cells	3	0.059888213423036664
Liver cells	1	0.05911790277488616
Pancreatic cells	0	0.059553943780378864
Neutrophils	0	0.05637653029806464
Pancreatic cells	1	0.06027826966786578
Fibroblasts	1	0.07860283920155293
Pancreatic cells	0	0.06577681156411236
Neutrophils	0	0.055736986840766854
Pancreatic cells	2	0.06294576397213078
Neutrophils	0	0.06151484648792066
Liver cells	1	0.06859903967829435
Pancreatic cells	0	0.055977790549584634
Pancreatic cells	1	0.06288462735099556
Liver cells	1	0.049597216844521765
Pancreatic cells	4	0.0733622263701278
Neutrophils	2	0.056918761219830305
Pancreatic cells	2	0.08124810907827211
Pancreatic cells	4	0.08743678786163508
Neutrophils	1	0.06266686319809536
Pancreatic cells	0	0.07501920124183747
Pancreatic cells	3	0.06186533533606732
Pancreatic cells	1	0.05853726873637263
Liver cells	0	0.05461336103508511
Pancreatic cells	2	0.05225846812914306
Pancreatic cells	0	0.059429894763589994
Pancreatic cells	1	0.08840689692580392
Pancreatic cells	2	0.05875959057617891
Liver cells	0	0.07830499896499576
Liver cells	0	0.06995389458066058
Pancreatic cells	0	0.03739806347677143
Pancreatic cells	1	0.05393137177499267
Liver cells	0	0.06899003053135797
Pancreatic cells	1	0.0645376144202898
Pancreatic cells	2	0.05641503119917699
Neutrophils	0	0.05894139881793881
Neutrophils	1	0.05248358952083742
Pancreatic cells	0	0.04613221099902148
Pancreatic cells	5	0.06907840997883306
Pancreatic cells	5	0.06237747070026534
Liver cells	0	0.07213245573994899
Pancreatic cells	2	0.060147300858945034
Pancreatic cells	1	0.05991915730285841
Neutrophils	0	0.0547173888710727
Pancreatic cells	0	0.06333216506955201
Pancreatic cells	1	0.05188795028735445
Neutrophils	0	0.058317793385418024
Liver cells	0	0.05118999221925101
Pancreatic cells	0	0.055213173274771585
Liver cells	0	0.0528932767958198
Pancreatic cells	1	0.04795199116147839
Pancreatic cells	0	0.05263803725930018
Neutrophils	0	0.05150314864708954
Pancreatic cells	1	0.06435313186291662
Pancreatic cells	0	0.08783469958344355
Liver cells	0	0.08299237885215638
Pancreatic cells	0	0.07048153887425021
Pancreatic cells	1	0.06146711626043397
Pancreatic cells	0	0.04647410205967746
Liver cells	0	0.053965278706890614
Liver cells	1	0.057566312596609
Pancreatic cells	0	0.06336726075137053
Pancreatic cells	1	0.052950823279415776
Pancreatic cells	1	0.04773374188709931
Liver cells	0	0.049939094847039525
Liver cells	2	0.05435768554858704
Pancreatic cells	4	0.05722675715842261
Liver cells	1	0.07077420706304191
Pancreatic cells	0	0.09780917458174057
Neutrophils	2	0.052322555404163355
Pancreatic cells	1	0.06070182992979237
Pancreatic cells	3	0.07380800835652095
Liver cells	0	0.07545697484956977
Pancreatic cells	0	0.051717473124097656
Pancreatic cells	0	0.05013005231882913
Pancreatic cells	1	0.052794179351368944
Pancreatic cells	3	0.043817441591323156
Pancreatic cells	3	0.05326720534692525
Pancreatic cells	0	0.061570294329128604
Neutrophils	0	0.049137969629653944
Pancreatic cells	1	0.0870774309809137
Neutrophils	0	0.058690748030303386
Pancreatic cells	0	0.045938263324307754
Neutrophils	0	0.04983598256188318
Pancreatic cells	1	0.07691664228012719
Liver cells	1	0.07285052036094597
Liver cells	1	0.04527704152319212
Pancreatic cells	1	0.05760754278183688
Pancreatic cells	0	0.05688832321172078
Pancreatic cells	1	0.06618351881846915
Pancreatic cells	2	0.06267406942667231
Pancreatic cells	1	0.05383840446034564
Liver cells	1	0.03978843823738084
Pancreatic cells	2	0.0722203016015643
Neutrophils	0	0.05105651430914794
Liver cells	0	0.05441701512754709
Pancreatic cells	0	0.0556847584018197
Pancreatic cells	2	0.058302426258295216
Pancreatic cells	1	0.05163263279736188
Pancreatic cells	2	0.05223529090832209
Pancreatic cells	1	0.0439547887300985
Pancreatic cells	6	0.061683882543442745
Neutrophils	0	0.06410958381073978
Pancreatic cells	0	0.054673520504775176
Liver cells	2	0.050940352256158006
Pancreatic cells	1	0.08196829554322992
Neutrophils	0	0.06701297695580616
Pancreatic cells	1	0.10439503147028342
Liver cells	0	0.06499827941485527
Pancreatic cells	0	0.044676568214853496
Pancreatic cells	2	0.04283555336445236
Pancreatic cells	3	0.057672039189644156
Fibroblasts	0	0.061174357143964374
Pancreatic cells	1	0.0517325908329446
Fibroblasts	0	0.03980857605691157
Liver cells	1	0.05371123393549304
Pancreatic cells	0	0.06160322015955342
Pancreatic cells	0	0.06633502252284888
Pancreatic cells	4	0.07142983397915928
Pancreatic cells	0	0.04841082998752238
Liver cells	3	0.06927111236678783
Liver cells	0	0.056916856703726336
Pancreatic cells	2	0.06500704343725816
Liver cells	1	0.06410906696670085
Pancreatic cells	0	0.05564897025619334
Pancreatic cells	1	0.0677699336178133
Neutrophils	0	0.058294898832831246
Pancreatic cells	2	0.06181735338830772
Pancreatic cells	3	0.053577840003762735
Liver cells	0	0.06509455208518135
Fibroblasts	1	0.04985739194223513
Neutrophils	0	0.05122300758430085
Pancreatic cells	0	0.04486764857381642
Liver cells	1	0.06426531228870076
Neutrophils	0	0.05407603100436853
Pancreatic cells	2	0.07196902453088251
Liver cells	0	0.05738937786720671
Pancreatic cells	1	0.06873987113089801
Neutrophils	0	0.04828414419853718
Pancreatic cells	3	0.04783015440260498
Pancreatic cells	0	0.04921805107908651
Fibroblasts	1	0.04375449716980352
Pancreatic cells	4	0.04246041709163653
Liver cells	0	0.052549026244773686
Liver cells	0	0.057644182394775006
Neutrophils	2	0.05688604843795884
Pancreatic cells	3	0.06660898915476741
Liver cells	3	0.06589368702535761
Fibroblasts	1	0.046077416379185505
Pancreatic cells	1	0.0547630481548607
Fibroblasts	1	0.06258542371954472
Neutrophils	2	0.05854579187643027
Pancreatic cells	1	0.06513511026120056
Neutrophils	0	0.06889931746172828
Pancreatic cells	1	0.05600223383648253
Liver cells	0	0.05878685776683499
Pancreatic cells	3	0.07978186529420865
Pancreatic cells	4	0.05903763618107746
Neutrophils	0	0.05147172590423219
Pancreatic cells	2	0.05340847249396259
Liver cells	0	0.07000851959489178
Neutrophils	0	0.045123047844425924
Pancreatic cells	3	0.06780917592914879
Pancreatic cells	1	0.05857309573342896
Pancreatic cells	0	0.060532393989726645
Fibroblasts	0	0.041452614931896746
Liver cells	0	0.05507905824745069
Pancreatic cells	0	0.044900579384971884
Neutrophils	0	0.061672359820507304
Liver cells	1	0.08809098907723681
Liver cells	0	0.05823208079645788
Liver cells	0	0.051533657863631094
Pancreatic cells	1	0.05402458836407046
Pancreatic cells	0	0.05466862351233938
Pancreatic cells	2	0.059060297471461666
Pancreatic cells	0	0.06295436912345811
Pancreatic cells	0	0.045162840476200256
Pancreatic cells	1	0.06324929692003625
Pancreatic cells	3	0.058317139272097474
Pancreatic cells	1	0.042719828734016
Liver cells	5	0.07746546411203702
Neutrophils	0	0.04423594386012333
Pancreatic cells	3	0.04928553304599499
Liver cells	0	0.07409616651232406
Liver cells	1	0.042933917130855107
Pancreatic cells	3	0.09818752704190645
Pancreatic cells	1	0.04909379619213517
Neutrophils	0	0.05218777782027812
Pancreatic cells	1	0.06446462938822003
Pancreatic cells	0	0.05666452500324497
Liver cells	1	0.06240132227504478
Pancreatic cells	3	0.08501665402755826
Neutrophils	0	0.054835064248696316
Liver cells	0	0.049982010776279194
Neutrophils	1	0.05856291272903816
Neutrophils	0	0.04927548100601026
Pancreatic cells	1	0.0483993342032983
Neutrophils	3	0.06705501198200176
Pancreatic cells	0	0.05873421244418918
Pancreatic cells	0	0.054636103345361176
Liver cells	1	0.06874943824548123
Liver cells	0	0.06015512077575468
Pancreatic cells	1	0.06166682156858537
Pancreatic cells	0	0.051173551212692
Pancreatic cells	3	0.06812138994561989
Neutrophils	0	0.05458223448101397
Pancreatic cells	2	0.049210331809053
Neutrophils	0	0.052798039244416756
Liver cells	2	0.0721005845500819
Liver cells	1	0.06468143303227486
Pancreatic cells	1	0.06068367139849953
Pancreatic cells	1	0.060401179324987335
Liver cells	1	0.06218390795579712
Liver cells	0	0.056309734478994955
Pancreatic cells	0	0.056849393130015795
Pancreatic cells	0	0.05321272431288902
Pancreatic cells	2	0.06754745673977237
Liver cells	4	0.06047923771126893
Pancreatic cells	2	0.06997598796073616
Pancreatic cells	0	0.059432629282588675
Pancreatic cells	3	0.05531884988624428
Pancreatic cells	1	0.05741907443130455
Pancreatic cells	2	0.052267791390692056
Neutrophils	0	0.048705269780256945
Pancreatic cells	0	0.0466154927125264
Liver cells	0	0.06370546489246628
Liver cells	0	0.0688621151332691
Pancreatic cells	0	0.05714766985694446
Liver cells	0	0.05905360709838018
Fibroblasts	0	0.047795968068281375
Fibroblasts	1	0.07725819909037299
Liver cells	1	0.057723895632493256
Liver cells	3	0.05900505758041198
Pancreatic cells	2	0.05954769132835234
Liver cells	0	0.07122405574689664
Liver cells	0	0.038576849301446316
Liver cells	0	0.041237164475139115
Liver cells	2	0.06248169579911008
Pancreatic cells	0	0.06231378096530049
Liver cells	0	0.06186957769647741
Pancreatic cells	0	0.05587251532533648
Liver cells	0	0.07568150147558891
Neutrophils	0	0.05463583356718419
Liver cells	0	0.052302714021376186
Neutrophils	1	0.059408392489130775
Neutrophils	0	0.06108946779815693
Neutrophils	0	0.063375133150412
Neutrophils	0	0.06377497864296704
Pancreatic cells	1	0.06269176898740576
Pancreatic cells	1	0.06356198731441744
Pancreatic cells	0	0.047727504498107656
Pancreatic cells	0	0.07176334328155189
Liver cells	2	0.07032772391730649
Liver cells	2	0.06218438478883469
Fibroblasts	1	0.06528272603211459
Pancreatic cells	0	0.06863525490590998
Pancreatic cells	3	0.06848821639132695
Pancreatic cells	6	0.0751879849008723
Liver cells	0	0.046620768618474855
Pancreatic cells	0	0.06623297614192573
Liver cells	5	0.07587346194001338
Liver cells	0	0.06868713550822943
Neutrophils	1	0.06609017447698562
Neutrophils	0	0.058867119135971
Pancreatic cells	0	0.052359135124705476
Liver cells	1	0.07390932378968308
Neutrophils	0	0.06025958372922481
Pancreatic cells	3	0.058816808647636436
Liver cells	1	0.056226398226480324
Pancreatic cells	1	0.07342244432219822
Pancreatic cells	1	0.058603218936335515
Pancreatic cells	1	0.054643405043153306
Pancreatic cells	1	0.0650803672083672
Pancreatic cells	2	0.052643306408960325
Pancreatic cells	2	0.05838014666534501
Pancreatic cells	0	0.04941591393528969
Pancreatic cells	0	0.05369905381599319
Pancreatic cells	3	0.059508628159127525
Liver cells	1	0.056908555211031435
Pancreatic cells	0	0.05186539936849375
Neutrophils	1	0.049143414533818604
Liver cells	4	0.0905490231511429
Pancreatic cells	1	0.04711169200732926
Pancreatic cells	1	0.05139746323534438
Neutrophils	2	0.05016425675240904
Liver cells	0	0.06799447310987242
Pancreatic cells	2	0.07210581093631362
Neutrophils	0	0.05482825758814701
Liver cells	0	0.061546737547549385
Pancreatic cells	0	0.06623780768125105
Liver cells	0	0.06050056657805938
Pancreatic cells	0	0.055784097620177324
Neutrophils	0	0.051517324020526806
Pancreatic cells	1	0.0820097796487056
Liver cells	0	0.05745715893329272
Pancreatic cells	0	0.049553668394125956
Pancreatic cells	2	0.07305179080195753
Liver cells	1	0.07756893560828006
Neutrophils	1	0.0576408466655079
Pancreatic cells	1	0.04405577946275317
Liver cells	0	0.05879969094754666
Pancreatic cells	0	0.06390125326265207
Pancreatic cells	1	0.04239326161643158
Pancreatic cells	0	0.06574430774058461
Pancreatic cells	1	0.04724879543523034
Neutrophils	0	0.03701293600868307
Liver cells	0	0.08010225606243614
Liver cells	3	0.07243964334524162
Neutrophils	0	0.059191106378701515
Pancreatic cells	1	0.053872588643937985
Pancreatic cells	2	0.05276605705961549
Liver cells	1	0.07628300693480138
Neutrophils	0	0.06688105862586505
Pancreatic cells	3	0.058957192830610565
Liver cells	1	0.07664007507599742
Pancreatic cells	0	0.04510704806872765
Pancreatic cells	4	0.0719781893022022
Pancreatic cells	1	0.03969099518897177
Pancreatic cells	0	0.04500795296071656
Liver cells	0	0.07487354165726466
Pancreatic cells	8	0.06981299295682876
Pancreatic cells	0	0.04526057214516529
