cell_type	putative_driver_count	mean_abs_cnv_score
Liver cells	1	0.05214717080157466
Pancreatic cells	1	0.056129617920606736
Pancreatic cells	5	0.05965841217110125
Pancreatic cells	1	0.05982796292394894
Pancreatic cells	0	0.051336325612446256
Pancreatic cells	3	0.05121258465834955
Pancreatic cells	0	0.08169115846879015
Pancreatic cells	0	0.07329671967894662
Pancreatic cells	1	0.059008819086520906
Pancreatic cells	3	0.07667627911489994
Pancreatic cells	5	0.07833216655472061
Pancreatic cells	0	0.07155275071432468
Liver cells	0	0.055565359822072086
Neutrophils	0	0.05332658872875855
Pancreatic cells	1	0.06131235206927533
Pancreatic cells	1	0.06464107281188154
Liver cells	1	0.053850191579585316
Neutrophils	0	0.043503154047449206
Pancreatic cells	3	0.06817983017122253
Pancreatic cells	4	0.06222561320988183
Liver cells	3	0.06986195025342921
Neutrophils	0	0.05872101645156635
Pancreatic cells	0	0.06829431722413314
Pancreatic cells	2	0.06333044905539627
Liver cells	2	0.04896308302610726
Liver cells	0	0.07095023852666997
Pancreatic cells	3	0.060832450278561524
Pancreatic cells	0	0.06402400219241279
Pancreatic cells	1	0.04669294537450128
Pancreatic cells	0	0.054616604909266224
Liver cells	0	0.06084270729333542
Liver cells	5	0.07303503938027958
Liver cells	0	0.0531707945003289
Liver cells	2	0.052198001158358806
Pancreatic cells	1	0.05254466807901557
Pancreatic cells	0	0.053593340487168316
Neutrophils	1	0.04744735434326789
Pancreatic cells	2	0.057989825144145274
Pancreatic cells	1	0.06608836155696154
Neutrophils	0	0.06894591618194656
Pancreatic cells	1	0.06186369559445544
Liver cells	1	0.08580028190995485
Pancreatic cells	0	0.06667924120583377
Liver cells	3	0.07696432408934872
Pancreatic cells	1	0.06801794340920796
Pancreatic cells	3	0.0686753172172514
Pancreatic cells	1	0.059470220504668374
Pancreatic cells	0	0.05204255544842458
Pancreatic cells	1	0.044747612433964565
Neutrophils	0	0.05544018685265492
Pancreatic cells	0	0.09025371572092379
Neutrophils	0	0.10736163371971844
Pancreatic cells	0	0.053190760628219355
Pancreatic cells	1	0.062096561217733666
Liver cells	0	0.0503658838537272
Pancreatic cells	0	0.047951602252645886
Liver cells	0	0.08742341929376993
Pancreatic cells	2	0.06135519123169736
Fibroblasts	1	0.08588413880531141
Pancreatic cells	1	0.056461605342477725
Neutrophils	0	0.057064252636339186
Pancreatic cells	0	0.05592255102587035
Neutrophils	1	0.04898634194433803
Pancreatic cells	1	0.055082317383180174
Pancreatic cells	1	0.07716867056908457
Neutrophils	0	0.05086521897424048
Pancreatic cells	0	0.06570803834004718
Pancreatic cells	2	0.05326681689210173
Pancreatic cells	1	0.06441447465229312
Pancreatic cells	1	0.06596887063177155
Liver cells	0	0.047840873541950504
Neutrophils	3	0.052692792841070334
Neutrophils	0	0.05498277615805575
Pancreatic cells	0	0.06513329704399032
Neutrophils	0	0.05749906883606585
Neutrophils	0	0.05049136761239705
Liver cells	1	0.06581547292941599
Pancreatic cells	0	0.05673465038161271
Neutrophils	0	0.059463381316303854
Liver cells	3	0.06591721252293833
Pancreatic cells	0	0.04812113294559866
Liver cells	0	0.06206486871239283
Liver cells	3	0.08385307944351991
Pancreatic cells	1	0.06347800941364927
Pancreatic cells	0	0.046601236516353
Pancreatic cells	2	0.05533982240049406
Liver cells	1	0.053372272449399176
Pancreatic cells	1	0.044897444045111284
Pancreatic cells	0	0.04002845250778202
Pancreatic cells	2	0.07255006983512716
Pancreatic cells	0	0.04785671429977804
Pancreatic cells	0	0.060218337777711385
Pancreatic cells	0	0.05710505957471324
Liver cells	0	0.05431644823906797
Pancreatic cells	1	0.0530444882959402
Pancreatic cells	1	0.04826963771358471
Pancreatic cells	1	0.044160444245523796
Pancreatic cells	1	0.07541854823815314
Liver cells	0	0.06188352910217103
Pancreatic cells	0	0.0630375983145357
Pancreatic cells	2	0.05118350072327432
Fibroblasts	2	0.06392730697021784
Liver cells	0	0.08076333911824775
Liver cells	3	0.07617881517470122
Pancreatic cells	2	0.09105644137433022
Pancreatic cells	1	0.05714436452732566
Pancreatic cells	1	0.0497386031371356
Liver cells	0	0.04134630661906549
Pancreatic cells	0	0.03733735283453946
Pancreatic cells	3	0.05748359107511792
Pancreatic cells	2	0.05933485513935346
Pancreatic cells	1	0.09229746044679582
Liver cells	1	0.044766195041511934
Pancreatic cells	1	0.04902242729601513
Liver cells	0	0.044878678599582736
Pancreatic cells	0	0.059470788100345263
Pancreatic cells	2	0.048402824891796814
Neutrophils	0	0.05698067534553437
Liver cells	0	0.06630530047569975
Liver cells	4	0.060147059885335814
Pancreatic cells	2	0.05651396892080932
Neutrophils	1	0.05934223059499018
Pancreatic cells	1	0.05435578472681843
Pancreatic cells	1	0.07148812063044473
Pancreatic cells	2	0.061717378405252724
Pancreatic cells	1	0.05172109129864297
Liver cells	3	0.10356762629866345
Pancreatic cells	2	0.06573202166667988
Pancreatic cells	0	0.0632112690885275
Pancreatic cells	0	0.07682480091243973
Pancreatic cells	1	0.06880640122320329
Liver cells	1	0.06505416908193266
Liver cells	1	0.08228900473995865
Liver cells	6	0.07923018579801297
Pancreatic cells	2	0.057857531429736285
Pancreatic cells	2	0.04713037896053956
Liver cells	1	0.04702265468958696
Pancreatic cells	0	0.06013385982721795
Liver cells	0	0.06917322554009231
Pancreatic cells	0	0.04783032804390616
Liver cells	6	0.0747529022801952
Pancreatic cells	1	0.05747205120233618
Liver cells	1	0.08146220939909254
Pancreatic cells	1	0.06265665902047732
Liver cells	1	0.06174213415919312
Liver cells	2	0.06421584102901096
Pancreatic cells	3	0.06062067100871093
Neutrophils	0	0.05498831352436034
Neutrophils	1	0.051680232144090205
Liver cells	2	0.061152226212476596
Neutrophils	0	0.05352470638921088
Liver cells	0	0.06498110354623265
Liver cells	2	0.08628642185855813
Liver cells	0	0.06981780312080024
Liver cells	2	0.07232688278569967
Pancreatic cells	1	0.06438532617637238
Pancreatic cells	1	0.05512793231353507
Neutrophils	1	0.0548099865792934
Liver cells	1	0.06350331106068016
Liver cells	0	0.058203446479772186
Liver cells	0	0.07326624199498045
Pancreatic cells	3	0.05105297173840265
Pancreatic cells	1	0.04582772507645261
Fibroblasts	0	0.044504511828040404
Liver cells	0	0.0659177497864115
Pancreatic cells	2	0.04312691600592256
Liver cells	1	0.05879510221242519
Pancreatic cells	4	0.06291970821355349
Pancreatic cells	3	0.06798901316651616
Pancreatic cells	2	0.08684723663236521
Liver cells	1	0.054115826678093226
Pancreatic cells	1	0.05394175680981663
Pancreatic cells	0	0.04891223105131371
Liver cells	2	0.050907212933955795
Pancreatic cells	0	0.05041804847802164
Pancreatic cells	0	0.052671661633789106
Neutrophils	0	0.051793498595418146
Liver cells	3	0.06135073470908546
Pancreatic cells	1	0.046363108176278034
Liver cells	2	0.06641584193188568
Neutrophils	1	0.04366384981757218
Pancreatic cells	0	0.06029600381559488
Pancreatic cells	0	0.05391784281704892
Pancreatic cells	0	0.05517372775135291
Liver cells	1	0.06727687054311626
Pancreatic cells	2	0.05890098830787597
Pancreatic cells	0	0.04339618438406235
Pancreatic cells	2	0.06503535323410961
Neutrophils	0	0.04799970690407479
Pancreatic cells	0	0.05357429655463838
Pancreatic cells	3	0.0673326241002241
Liver cells	1	0.06018474977785946
Neutrophils	0	0.05981899742494485
Pancreatic cells	0	0.0514696869187222
Pancreatic cells	0	0.04963950616476852
Pancreatic cells	4	0.08079121236250592
Pancreatic cells	4	0.08686190533157716
Pancreatic cells	1	0.039900294658470496
Liver cells	1	0.042033089446483214
Neutrophils	0	0.057005729839792
Neutrophils	0	0.05754629202340636
Pancreatic cells	2	0.05846740397928305
Pancreatic cells	2	0.05004939689318633
Liver cells	0	0.07010483802841622
Pancreatic cells	0	0.0626994862297764
Liver cells	1	0.054816090466295035
Pancreatic cells	1	0.05708656299306859
Pancreatic cells	0	0.06922674507239386
Fibroblasts	2	0.06823047799241097
Pancreatic cells	0	0.04663522464871119
Neutrophils	1	0.05763787627300465
Pancreatic cells	0	0.04587463049439636
Pancreatic cells	3	0.06897583995233658
Pancreatic cells	1	0.04253131760826791
Liver cells	0	0.09347865414863668
Pancreatic cells	3	0.052502265840840966
Neutrophils	0	0.06023574510638639
Pancreatic cells	1	0.06594419904577833
Neutrophils	0	0.04477962570261136
Neutrophils	0	0.05954962510342049
Pancreatic cells	2	0.11129739305691234
Pancreatic cells	1	0.0527087688307085
Fibroblasts	1	0.07673287499773077
Liver cells	2	0.06207908813699243
Liver cells	0	0.06764953894329714
Pancreatic cells	1	0.058632111532769114
Neutrophils	1	0.06655705199616005
Pancreatic cells	0	0.059210524672607345
Pancreatic cells	1	0.04934959791936744
Liver cells	0	0.06922556608160414
Pancreatic cells	1	0.04761486310221997
Pancreatic cells	0	0.05442360810381962
Liver cells	3	0.058105448645617855
Liver cells	3	0.07705301927131927
Pancreatic cells	5	0.058399465590559085
Pancreatic cells	4	0.05482060789018572
Neutrophils	0	0.05460247267159266
Pancreatic cells	3	0.05746122198331498
Pancreatic cells	0	0.05435940287769494
Pancreatic cells	0	0.05460593154205097
Pancreatic cells	1	0.05756035764979322
Neutrophils	0	0.058912992409885415
Neutrophils	0	0.060658957393203074
Pancreatic cells	0	0.05160436046491671
Pancreatic cells	5	0.07302433934788238
Liver cells	0	0.047814153911401994
Liver cells	0	0.08342485753000302
Pancreatic cells	2	0.07286863165712794
Pancreatic cells	0	0.06438253394194964
Pancreatic cells	1	0.05580642462332217
Pancreatic cells	0	0.04439485599958316
Pancreatic cells	1	0.05103377675758376
Pancreatic cells	2	0.05120427208690805
Pancreatic cells	0	0.061355481372931384
Liver cells	2	0.07464341801480356
Pancreatic cells	1	0.03725248626444754
Liver cells	0	0.06923393827387903
Pancreatic cells	3	0.05894102059427358
Pancreatic cells	1	0.039065619296360266
Liver cells	1	0.0668882277271832
Liver cells	0	0.05642701699755074
Pancreatic cells	0	0.05118412131521301
Pancreatic cells	1	0.06060851364931745
Liver cells	1	0.05251833204972976
Neutrophils	0	0.05055486119894623
Pancreatic cells	1	0.04984524184317596
Liver cells	0	0.0745789178070395
Liver cells	0	0.060278862403756656
Pancreatic cells	1	0.05897685905179268
Liver cells	0	0.06608787753742061
Pancreatic cells	0	0.05025364171031013
Liver cells	0	0.06492961207738371
Liver cells	1	0.05495185533068593
Pancreatic cells	2	0.06219571847488068
Liver cells	0	0.06270751368706068
Fibroblasts	2	0.07932497617221052
Neutrophils	0	0.061870534645145275
Pancreatic cells	2	0.05034292154721195
Pancreatic cells	0	0.05720722977225697
Liver cells	0	0.06947448421380804
Liver cells	0	0.051177621479534044
Pancreatic cells	4	0.059786823453176645
Pancreatic cells	0	0.06435340064985112
Pancreatic cells	0	0.055207186394915335
Fibroblasts	1	0.07741290966417289
Pancreatic cells	1	0.05610234503669221
Pancreatic cells	1	0.076658528023222
Pancreatic cells	1	0.05122588263191909
Neutrophils	1	0.05992175111531107
Neutrophils	0	0.047312699504625
Liver cells	0	0.06989746583156556
Neutrophils	0	0.05955558127989384
Liver cells	0	0.06226507319120342
Pancreatic cells	5	0.06344954954682497
Pancreatic cells	0	0.04762116525415581
Pancreatic cells	4	0.05727107062862301
Pancreatic cells	5	0.04990414810349719
Pancreatic cells	0	0.06905143742660672
Pancreatic cells	2	0.05565850786155704
Liver cells	1	0.0663732141685432
Pancreatic cells	0	0.09058393404786493
Neutrophils	0	0.06243953601591118
Pancreatic cells	1	0.05886210564300795
Pancreatic cells	0	0.06950719582318508
Pancreatic cells	4	0.06549754226961826
Pancreatic cells	3	0.047819098675629244
Pancreatic cells	1	0.08962436686796572
Neutrophils	1	0.059627076449624575
Pancreatic cells	0	0.05106560167238636
Pancreatic cells	0	0.05999120343159452
Pancreatic cells	0	0.056846689958466305
Pancreatic cells	0	0.046360529833482475
Pancreatic cells	2	0.05121374738013703
Pancreatic cells	3	0.08223892356843499
Pancreatic cells	4	0.058384289157038624
Liver cells	4	0.07161340425422881
Pancreatic cells	0	0.06534362331106701
Pancreatic cells	2	0.064092118941461
Liver cells	0	0.05934221411182399
Pancreatic cells	0	0.058692443182840906
Liver cells	2	0.06742150593093277
Liver cells	1	0.05405372152779419
Liver cells	3	0.06259293150657139
Neutrophils	0	0.051051052321118916
Liver cells	1	0.06614359265851105
Liver cells	1	0.06881980340837214
Pancreatic cells	2	0.0423431791732291
Liver cells	0	0.07952820852057244
Liver cells	3	0.07984258380072634
Pancreatic cells	2	0.04792240493022039
Pancreatic cells	5	0.0555972907125096
Liver cells	1	0.06461166951635641
Pancreatic cells	2	0.04798398988228279
Liver cells	1	0.08501526463316281
Pancreatic cells	1	0.045123614517546075
Pancreatic cells	0	0.05686605272758233
Pancreatic cells	2	0.0827505123701121
Liver cells	0	0.06466022126352414
Pancreatic cells	6	0.0600897635856456
Liver cells	0	0.04829373089419603
Fibroblasts	4	0.059725572239589284
Pancreatic cells	3	0.05707190356965225
Neutrophils	0	0.056543566357050774
Liver cells	0	0.08527633995321755
Liver cells	0	0.0537903972297854
Pancreatic cells	0	0.059754562282094026
Neutrophils	1	0.06356250818986038
Pancreatic cells	0	0.05045918215232947
Neutrophils	0	0.0540210093506398
Neutrophils	0	0.05429231883121873
Pancreatic cells	2	0.05880410985699176
Neutrophils	0	0.060977297383898434
Neutrophils	0	0.055317776119756294
Liver cells	0	0.07801111088228023
Pancreatic cells	3	0.050371846945751295
Neutrophils	0	0.05566893859670022
Pancreatic cells	2	0.05626130217925026
Neutrophils	1	0.0582977028495398
Fibroblasts	0	0.04790458211594315
Liver cells	1	0.06851388561257615
Pancreatic cells	2	0.04633120252950044
Pancreatic cells	7	0.05523470713599176
Pancreatic cells	0	0.05979491618023978
Neutrophils	0	0.05944341295980164
Pancreatic cells	0	0.05651285980321921
Fibroblasts	2	0.07035462067303562
Liver cells	0	0.06219766134061912
Neutrophils	0	0.062067385385941885
Pancreatic cells	1	0.04676709115961455
Neutrophils	3	0.05953808941247813
Pancreatic cells	7	0.06467362359361645
Pancreatic cells	2	0.058057304622649186
Neutrophils	0	0.046424253197505594
Fibroblasts	0	0.06356985598408726
Pancreatic cells	2	0.04964347197801087
Pancreatic cells	1	0.06124981887334942
Pancreatic cells	0	0.06696006368707234
Pancreatic cells	3	0.04452449123111292
Pancreatic cells	0	0.05498542655450766
Liver cells	1	0.045530960736049154
Pancreatic cells	4	0.07060608541521703
Liver cells	0	0.059910513560098036
Liver cells	1	0.059244993763998194
Pancreatic cells	6	0.05092953865389266
Pancreatic cells	0	0.05432143628524132
Neutrophils	0	0.05779716043455198
Pancreatic cells	2	0.06225425390376515
Pancreatic cells	0	0.07003022532211946
Pancreatic cells	0	0.0799589788353014
Pancreatic cells	1	0.05752993278079744
Pancreatic cells	2	0.05246113650773002
Pancreatic cells	0	0.055684097046762894
Pancreatic cells	0	0.051631592098487764
Pancreatic cells	0	0.05065704409316487
Pancreatic cells	0	0.06611299177121921
Pancreatic cells	1	0.04344414971519487
Neutrophils	1	0.05800169063913006
Liver cells	0	0.06681389252369907
Neutrophils	0	0.059495385861269665
Pancreatic cells	0	0.03835979276296318
Pancreatic cells	0	0.06501292949202153
Pancreatic cells	1	0.060219170439450964
Liver cells	0	0.05794172633799605
Pancreatic cells	2	0.04986527683677446
Liver cells	0	0.06359572712330318
Pancreatic cells	1	0.04439169866543918
Pancreatic cells	0	0.04253670729193613
Pancreatic cells	2	0.06985154695607454
Pancreatic cells	1	0.060790802749810004
Fibroblasts	1	0.06745632273751473
Liver cells	5	0.05769257869878134
Pancreatic cells	1	0.05226441720060419
Pancreatic cells	1	0.052703418196375404
Liver cells	0	0.0676003449569562
Pancreatic cells	1	0.056860679148798395
Neutrophils	2	0.06264668482798454
Liver cells	2	0.051014219857752015
Pancreatic cells	0	0.06131514858118725
Pancreatic cells	2	0.05380779385216012
Pancreatic cells	0	0.055338866767844275
Pancreatic cells	3	0.06358987196054638
Pancreatic cells	2	0.06558726515388574
Neutrophils	0	0.04808122165383325
Liver cells	0	0.056818386484649666
Pancreatic cells	1	0.05427512759483313
Pancreatic cells	0	0.06618001387145402
Pancreatic cells	3	0.05943353182249723
Liver cells	0	0.0511132704566519
Pancreatic cells	1	0.06948348728502896
Pancreatic cells	0	0.05118630343899836
Liver cells	1	0.09955878761922486
Pancreatic cells	2	0.07692191576077334
Liver cells	0	0.05259248939284837
Pancreatic cells	6	0.06257568461240381
Pancreatic cells	1	0.05552018486444837
Pancreatic cells	1	0.057703141168484504
Pancreatic cells	0	0.06024882212911053
Pancreatic cells	0	0.07207935770293712
Pancreatic cells	2	0.037979767266898536
Neutrophils	0	0.047359123541475236
Liver cells	2	0.07218717045328911
Pancreatic cells	2	0.0624239213231399
Liver cells	1	0.06571023714274557
Pancreatic cells	3	0.07432163529602401
Liver cells	0	0.06260315924711742
Pancreatic cells	1	0.04311728246602089
Pancreatic cells	0	0.04109842447313753
Neutrophils	1	0.05261835966016839
Pancreatic cells	2	0.07139283810739566
Liver cells	2	0.07948960681088349
Liver cells	0	0.0900901486673375
Pancreatic cells	0	0.04834791035270109
Neutrophils	0	0.05824762720837711
Pancreatic cells	0	0.07435419853947733
Pancreatic cells	0	0.056143825344526
Pancreatic cells	5	0.04304075558060934
Fibroblasts	5	0.07912335452406151
Pancreatic cells	0	0.04742357612279166
Pancreatic cells	2	0.06634290921593676
Pancreatic cells	0	0.06715373755390813
Liver cells	1	0.07445212890867967
Pancreatic cells	2	0.0697944697889383
Liver cells	1	0.09840391946105108
Pancreatic cells	2	0.04270974239880627
Liver cells	0	0.054935819222493916
Pancreatic cells	1	0.06015973019876112
Neutrophils	0	0.05063485892712861
Liver cells	0	0.08156918197507627
Neutrophils	1	0.05679752627043449
Liver cells	0	0.06906107365500215
Pancreatic cells	1	0.0572711047528753
Pancreatic cells	6	0.07117570117949647
Pancreatic cells	1	0.06278434011256204
Pancreatic cells	1	0.05520487444620866
Liver cells	1	0.06826498216573748
Liver cells	0	0.05108648927360781
Pancreatic cells	0	0.04859430787542115
Liver cells	0	0.06297584982565799
Pancreatic cells	1	0.05710019982475925
Pancreatic cells	1	0.06803097502159615
Pancreatic cells	1	0.06456315207220971
Pancreatic cells	2	0.05411812166311175
Pancreatic cells	1	0.09516100231962488
Pancreatic cells	0	0.0596486094739059
Liver cells	0	0.06424092377827274
Liver cells	3	0.05306310799734819
Liver cells	0	0.0557629225725619
Pancreatic cells	0	0.0604151532126682
Pancreatic cells	0	0.05823725790204067
Pancreatic cells	1	0.04224780452456699
Liver cells	0	0.04388868595524453
Neutrophils	0	0.05359162049389232
Pancreatic cells	1	0.050855766597645805
Pancreatic cells	1	0.06246091740093232
Neutrophils	0	0.046174904595361166
Pancreatic cells	3	0.061500128336635096
Liver cells	0	0.048041664708248936
Pancreatic cells	1	0.059036530961425984
Liver cells	1	0.07405890882764515
Pancreatic cells	1	0.06377708165691497
Liver cells	0	0.058295666280790887
Liver cells	0	0.07668510398469149
Liver cells	4	0.04943325008131986
Pancreatic cells	2	0.05429291404099859
Liver cells	1	0.08940790488469132
Pancreatic cells	2	0.06594167459412546
Pancreatic cells	0	0.05533456317625951
Pancreatic cells	2	0.05586657230442007
Pancreatic cells	1	0.06658897647165501
Liver cells	0	0.062376695471337555
Pancreatic cells	1	0.05115675219963868
Pancreatic cells	0	0.04504753249011657
Neutrophils	0	0.05044651115871025
Pancreatic cells	0	0.05231202145610903
Pancreatic cells	3	0.07472498710564918
Liver cells	0	0.06951073713601197
Liver cells	0	0.053145400563441046
Liver cells	1	0.11606926509883204
Pancreatic cells	1	0.07614360577477866
Liver cells	4	0.05645723475680129
Liver cells	3	0.07729147198782213
Pancreatic cells	0	0.06288446234460372
Pancreatic cells	2	0.07368559723777514
Pancreatic cells	0	0.05726679174974036
Neutrophils	0	0.056918037644416636
Pancreatic cells	2	0.0548022027065449
Neutrophils	0	0.055424000062066055
Pancreatic cells	0	0.04760592729958272
Liver cells	1	0.06845573201236538
Neutrophils	0	0.05287000360984695
Neutrophils	0	0.060632560955834476
Pancreatic cells	2	0.0633652769647494
Liver cells	0	0.05579416674144466
Pancreatic cells	3	0.0733024781511661
Liver cells	1	0.058710739386105756
Pancreatic cells	3	0.05575542635307555
Liver cells	0	0.05793541286723485
Liver cells	0	0.05355689769273652
Liver cells	0	0.07490937475427432
Liver cells	1	0.08880544182984546
Pancreatic cells	1	0.06447537195637305
Liver cells	1	0.06919178451778303
Pancreatic cells	0	0.03704925241724648
Pancreatic cells	0	0.053416307795699725
Liver cells	0	0.062298831635403396
Pancreatic cells	2	0.05916921060829183
Pancreatic cells	1	0.05846707394466371
Pancreatic cells	1	0.06513712323224716
Pancreatic cells	1	0.06761111719859353
Liver cells	1	0.04957891825633083
Pancreatic cells	3	0.07106144172238746
Pancreatic cells	0	0.04489859999029067
Pancreatic cells	4	0.06948153017561937
Pancreatic cells	1	0.050931188070526455
Pancreatic cells	0	0.06271853205983109
Pancreatic cells	1	0.055153087778819394
Neutrophils	1	0.05092115304030478
Liver cells	0	0.0521516829667512
Pancreatic cells	0	0.04826761292505087
Pancreatic cells	3	0.0634290925311124
Neutrophils	1	0.05047017213094183
Pancreatic cells	3	0.06258758419851419
Liver cells	1	0.09445049282437216
Liver cells	0	0.06623997975513592
Liver cells	0	0.06789308123272231
Pancreatic cells	2	0.055116580098178186
Pancreatic cells	1	0.05884499634725386
Pancreatic cells	2	0.06652375672734792
Neutrophils	1	0.05110960843972582
Pancreatic cells	1	0.08036040830932469
Pancreatic cells	1	0.06093430684658904
Pancreatic cells	0	0.05325621633577386
Pancreatic cells	0	0.0569413215162931
Pancreatic cells	5	0.04701751752716062
Pancreatic cells	0	0.05841754357193765
Pancreatic cells	2	0.05803180974044289
Fibroblasts	0	0.05519305194107763
Pancreatic cells	3	0.0660811988851519
Neutrophils	0	0.05176156815181367
Pancreatic cells	2	0.05519037239999963
Pancreatic cells	0	0.0510585819636126
Fibroblasts	1	0.04973140167115876
Liver cells	0	0.0577824428609298
Pancreatic cells	0	0.06009628441900055
Neutrophils	0	0.05304975637991024
Liver cells	0	0.0758301983955196
Pancreatic cells	2	0.06891820855414682
Liver cells	0	0.0757987287063381
Neutrophils	0	0.05101840074366652
Pancreatic cells	0	0.06400452518976017
Neutrophils	0	0.05809458659085413
Liver cells	0	0.06210003695225306
Pancreatic cells	1	0.06248996558055735
Neutrophils	0	0.05272808863704533
Pancreatic cells	3	0.046630505976181603
Liver cells	0	0.07353997393484096
Neutrophils	0	0.06188534604710218
Liver cells	0	0.06621842875214372
Pancreatic cells	2	0.05722482195072623
Pancreatic cells	2	0.07232983691625905
Liver cells	0	0.06018776892066286
Pancreatic cells	2	0.05026918891968659
Pancreatic cells	2	0.054525026970268765
Liver cells	0	0.06199775605896608
Liver cells	2	0.06361507914056552
Liver cells	0	0.0738334137644418
Pancreatic cells	0	0.053393207359266406
Pancreatic cells	0	0.07772999307407356
Liver cells	0	0.059178065527334844
Liver cells	1	0.06163435632473429
Pancreatic cells	3	0.07501389890677722
Pancreatic cells	3	0.04280896926173348
Pancreatic cells	2	0.08210082927204426
Liver cells	0	0.075556215325694
Pancreatic cells	3	0.06283673159260224
Liver cells	0	0.06452698010757152
Pancreatic cells	1	0.052997154651031775
Pancreatic cells	3	0.05658994765636966
Neutrophils	1	0.06335984805107536
Pancreatic cells	1	0.052860483280682186
Liver cells	0	0.05952126995208451
Liver cells	0	0.05674586959933285
Pancreatic cells	1	0.06162341344141702
Liver cells	0	0.05904618756496808
Liver cells	3	0.0635259246482972
Pancreatic cells	0	0.05626813444618376
Liver cells	0	0.06603221253128858
Pancreatic cells	0	0.06496319852519339
Fibroblasts	0	0.04795574592829507
Liver cells	5	0.06373518120540568
Liver cells	0	0.06982711180754002
Pancreatic cells	0	0.054739711985372724
Pancreatic cells	1	0.05655128659515724
Liver cells	0	0.0712113596600488
Pancreatic cells	0	0.08229223876297459
Pancreatic cells	1	0.05841185275910058
Pancreatic cells	1	0.06604866771784242
Pancreatic cells	2	0.06153175030460126
Liver cells	2	0.06279680278584175
Neutrophils	0	0.049550128406906375
Neutrophils	1	0.06521016027099033
Pancreatic cells	2	0.06486532942137957
Liver cells	1	0.05715754975057086
Liver cells	0	0.05372060236707584
Neutrophils	0	0.060332278597278494
Fibroblasts	2	0.10107417127494099
Pancreatic cells	1	0.050640787965287974
Pancreatic cells	0	0.048011826780288064
Liver cells	1	0.06650168881877146
Liver cells	2	0.0738748382367438
Pancreatic cells	2	0.055622039361599034
Neutrophils	2	0.0633658293708455
Pancreatic cells	0	0.048750267341815964
Pancreatic cells	0	0.07113082025333216
Liver cells	1	0.059787666605817434
Liver cells	1	0.06747810353378966
Pancreatic cells	0	0.0505999840227574
Pancreatic cells	0	0.05416169181740803
Pancreatic cells	1	0.04928903609182241
Pancreatic cells	1	0.050274030254966164
Pancreatic cells	3	0.04722261996811212
Liver cells	0	0.08446122351788561
Pancreatic cells	0	0.07251584468785147
Pancreatic cells	2	0.04916691062434312
Pancreatic cells	0	0.07167047274930953
Pancreatic cells	0	0.05494534246742781
Liver cells	0	0.07472265858329555
Pancreatic cells	0	0.050570350298622835
Pancreatic cells	1	0.056972942187645
Pancreatic cells	0	0.052016681915688805
Liver cells	0	0.05846716256516761
Pancreatic cells	1	0.04519446899454494
Pancreatic cells	1	0.05808224095931223
Pancreatic cells	1	0.05488492544581353
Pancreatic cells	1	0.059227212964861116
Pancreatic cells	0	0.06810422707077103
Pancreatic cells	0	0.07492939869058513
Pancreatic cells	3	0.04828865800162416
Neutrophils	3	0.05441818553509147
Pancreatic cells	3	0.07110550430308127
Liver cells	0	0.0641478318122989
Pancreatic cells	1	0.04680601710162598
Pancreatic cells	1	0.076230136225643
Pancreatic cells	1	0.04862583884024661
Pancreatic cells	2	0.0738215494800608
Pancreatic cells	0	0.05588830437950474
Pancreatic cells	1	0.062327841599782094
Pancreatic cells	2	0.08342299916357392
Neutrophils	0	0.05184411549376223
Pancreatic cells	0	0.06269356740775693
Liver cells	1	0.07026857762817147
Pancreatic cells	2	0.0603933728940939
Pancreatic cells	2	0.04971479570503925
Neutrophils	0	0.052453267139653155
Liver cells	1	0.07439760608824736
Neutrophils	1	0.058047044539666394
Pancreatic cells	1	0.05978427415755756
Pancreatic cells	0	0.06813712391773034
Pancreatic cells	1	0.05196097088361552
Neutrophils	1	0.06229055814391053
Pancreatic cells	1	0.06505317219991623
Neutrophils	0	0.05141992906544147
Pancreatic cells	0	0.051373161994270035
Pancreatic cells	0	0.04480640878786405
Neutrophils	0	0.06096056025628651
Liver cells	1	0.04495420030456777
Pancreatic cells	1	0.04957310457095306
Liver cells	0	0.06617038181965855
Pancreatic cells	2	0.0706597583221618
Pancreatic cells	0	0.07128320092789096
Pancreatic cells	1	0.05716139528785263
Liver cells	0	0.05201505211345826
Pancreatic cells	1	0.060613908004927726
Pancreatic cells	0	0.06301115234298657
Liver cells	2	0.05443934537465871
Liver cells	0	0.053337214044714254
Pancreatic cells	3	0.059948712979771925
Pancreatic cells	1	0.05053542173595177
Liver cells	3	0.07225378935636452
Pancreatic cells	0	0.04143891532106756
Liver cells	0	0.04821125395266649
Pancreatic cells	1	0.05936594341362356
Pancreatic cells	0	0.05985618247493411
Pancreatic cells	1	0.07227762674137585
Liver cells	2	0.08197969900446223
Liver cells	1	0.06313682255287324
Pancreatic cells	2	0.06826867031534269
Liver cells	1	0.06294492025357833
Pancreatic cells	0	0.06344061458722326
Pancreatic cells	2	0.05405239834681878
Pancreatic cells	2	0.07518867393296481
Pancreatic cells	3	0.05755625227660869
Neutrophils	1	0.05254719846136401
Pancreatic cells	1	0.055446897165015475
Pancreatic cells	0	0.06461773296379482
Liver cells	2	0.07176431791894562
Liver cells	3	0.050550773109039465
Fibroblasts	0	0.03330878945529981
Liver cells	2	0.06150502924218967
Pancreatic cells	5	0.05818866126445934
